7.27E-04,-0.01336101029,Surprise
5.58E-04,-0.01384500515,Surprise
2.27E-04,-0.01138085523,Surprise
7.67E-05,-0.01443858794,Surprise
2.47E-03,-0.009209305738,Surprise
1.00E-03,-0.01172949128,Surprise
2.16E-03,-0.01568264121,Surprise
1.37E-03,-0.0105151839,Surprise
1.98E-04,-0.02335711737,Surprise
6.61E-04,-0.02527032583,Surprise
6.96E-05,-0.008089172953,Surprise
1.57E-03,-0.01240955986,Surprise
0.0005770978693,-0.0112439812,Surprise
0.001243100752,-0.01482649593,Surprise
8.36E-04,-0.01506296781,Surprise
2.09E-04,-0.01039421162,Surprise
4.92E-04,-0.01312339452,Surprise
3.43E-04,-0.01473858533,Surprise
2.00E-04,-0.1207296989,Surprise
3.49E-04,-0.7109366722,Happy
6.34E-04,-0.3633943133,Happy
3.03E-03,-0.4481281497,Happy
5.19E-04,-0.44902783,Happy
0.000579318962,-0.3826226099,Happy
0.0001821412,-0.555048144,Happy
0.0001826259636,3.040890515,Happy
0.0003972128204,-3.139869316,Happy
0.000772414577,-0.465318404,Happy
2.30E-03,-0.4059462178,Happy
7.66E-04,-0.431068618,Happy
3.25E-04,-0.2766973119,Happy
5.59E-04,-0.4082382991,Happy
6.37E-04,-0.5269467838,Happy
2.57E-04,-0.3275092668,Happy
5.89E-04,-0.4163265723,Happy
7.03E-04,-0.538773712,Happy
3.17E-04,-0.1824948325,Happy
4.58E-03,-0.3687154251,Happy
9.30E-04,-0.4629402578,Happy
9.68E-04,-0.5144677626,Happy
0.002407347085,-0.2655057462,Sad
0.00007332853178,0.03494885581,Sad
0.00008339138092,0.3436370672,Sad
0.0006577663073,-0.2216923527,Sad
1.71E-04,-0.1028497246,Sad
2.22E-03,-0.2077603934,Sad
2.81E-04,-0.1756572761,Sad
1.62E-04,-2.97E+00,Sad
1.25E-03,-0.266871925,Sad
1.13E-03,-0.2049409605,Sad
6.13E-04,-0.221120912,Sad
1.94E-03,-0.2594494623,Sad
6.31E-04,-2.59E-01,Sad
8.56E-04,-0.2446543573,Sad
1.16E-04,-2.30E-01,Sad
1.24E-04,-0.2838900481,Sad
1.20E-03,-0.4306122868,Sad
1.23E-04,-2.933559889,Sad
7.43E-04,-0.238464019,Sad
8.48E-04,-0.2711913173,Sad
0.0004520431165,-0.1328587962,Sad
0.001046189585,-2.662132001,Angry
0.001993314484,-1.945476695,Angry
0.004835469442,-2.308418253,Angry
0.001292220974,0.8545698223,Angry
0.004917634249,-0.9110816202,Angry
0.002127905332,-2.30150823,Angry
0.002508927389,2.278483834,Angry
0.005851334343,0.05502394295,Angry
0.007921757541,1.34928058,Angry
0.007538122159,0.7139466342,Angry
0.003157196274,2.668026515,Angry
0.004216704896,2.037994317,Angry
0.002453880357,-1.689252978,Angry
0.002300744385,3.003332922,Angry
0.004520231581,-1.996286521,Angry
0.001889499896,2.99495894,Angry
0.00602828851,-2.247274882,Angry
0.001948098833,-0.6637060735,Angry
0.002240890551,2.791974255,Angry
0.01161666605,1.704441709,Angry
0.003228459615,-1.920313898,Angry
0.002313503518,2.997948312,Angry
0.002540419941,1.004827012,Angry
