0.186574792,3.141592654,Happy
0.1854257822,3.141592654,Happy
0.1813852288,3.141592654,Happy
0.1853843058,3.141592654,Happy
0.1853475442,3.141592654,Happy
9.48E-05,-0.07664861948,Happy
7.36E-05,0.008645191357,Happy
2.18E-04,-0.2094324364,Happy
7.68E-05,-0.04470995325,Happy
9.86E-05,-0.08533385535,Happy
7.24E-05,0.01360385803,Happy
1.46E-04,-0.1487438313,Happy
7.02E-05,0.0132228445,Happy
1.77E-04,-0.2015547754,Happy
7.00E-05,0.005611984989,Happy
8.11E-05,-0.01416709715,Happy
2.07E-04,-0.2388941019,Happy
1.05E-04,-0.08483492474,Happy
1.91E-04,-0.217310369,Happy
1.13E-04,-0.123692508,Happy
9.07E-05,-0.08140398036,Happy
1.35E-04,-0.1891639011,Happy
0.1861312969,3.141592654,Sad
0.1854926227,3.141592654,Sad
0.1835706584,3.141592654,Sad
0.1836487245,3.141592654,Sad
1.32E-04,-0.09964694673,Sad
3.22E-04,-0.1479156763,Sad
2.06E-04,-0.1151443902,Sad
1.66E-04,-0.09670213994,Sad
9.40E-05,-0.05567643606,Sad
8.66E-05,-0.04738852878,Sad
7.75E-05,-0.03042476207,Sad
3.92E-04,-0.1486235768,Sad
9.39E-05,-0.05700765659,Sad
3.97E-04,-0.1492098257,Sad
8.19E-05,-0.04552542834,Sad
2.98E-04,-0.1287645019,Sad
1.41E-04,-0.1033929811,Sad
2.10E-04,-0.1245183417,Sad
1.62E-04,-0.1047367399,Sad
3.88E-04,-0.1558512585,Sad
1.94E-04,-0.1126911854,Sad
2.06E-04,-0.111840274,Sad
0.1866171912,3.141592654,Surprise
0.1858942033,3.141592654,Surprise
0.1855170595,3.141592654,Surprise
0.1765219885,3.141592654,Surprise
0.1854946447,3.141592654,Surprise
1.52E-04,-0.001527667939,Surprise
8.54E-05,0.005247740051,Surprise
1.02E-04,0.005295949177,Surprise
8.13E-05,0.007524828464,Surprise
1.30E-04,0.001551435923,Surprise
1.11E-04,0.002867118253,Surprise
9.56E-05,0.004588655724,Surprise
1.17E-04,0.001506517491,Surprise
1.12E-04,0.003363458152,Surprise
9.52E-05,0.007063753039,Surprise
9.36E-05,0.002952991378,Surprise
9.47E-05,0.005521796394,Surprise
8.49E-05,0.006677835821,Surprise
1.21E-04,1.44E-04,Surprise
8.36E-05,0.001612364146,Surprise
5.93E-05,0.01297761354,Surprise
9.42E-05,0.003142599914,Surprise
8.30E-05,0.007252409143,Surprise
0.1860069471,3.141592654,Angry
0.1857576786,3.141592654,Angry
0.184414581,3.141592654,Angry
0.01313369995,-0.01840962537,Angry
0.01317111379,-0.02775580865,Angry
0.01318978615,-0.04093494507,Angry
0.01321833701,-0.04329513638,Angry
0.01312335828,-0.03928539272,Angry
0.01305085299,-0.07898548172,Angry
0.01317740879,-0.02995959674,Angry
0.0132931857,-0.01483652976,Angry
0.01321247064,-0.01323673548,Angry
0.01321445471,-0.02858175408,Angry
0.01326667657,-0.05106430166,Angry
0.01318221677,-0.06387361618,Angry
0.01314162945,-0.06512875384,Angry
0.01312325785,-0.04914240334,Angry
0.01320179621,-0.02793697774,Angry
0.01322387756,-0.04539217956,Angry
0.0131986007,-0.05417682003,Angry
