0.1856614368,3.141592654,Happy
0.185698408,3.141592654,Happy
0.1854187682,3.141592654,Happy
0.1831653886,3.141592654,Happy
7.63E-05,-0.1174646226,Happy
8.85E-05,-0.2360901256,Happy
8.97E-05,0.003832853828,Happy
2.15E-04,-0.3383284105,Happy
1.57E-04,-0.261889941,Happy
6.74E-05,-0.2051026859,Happy
1.83E-04,-0.1845431362,Happy
7.71E-05,-0.1640844965,Happy
9.13E-05,-0.194040387,Happy
5.88E-05,0.01134697699,Happy
5.83E-05,-0.002816811332,Happy
8.25E-05,-0.06215189234,Happy
1.23E-04,-0.2119148252,Happy
9.67E-05,-0.160819566,Happy
1.96E-04,-0.2847383465,Happy
1.49E-04,-0.2706871724,Happy
1.16E-04,-0.332523213,Happy
0.1863811214,3.141592654,Sad
0.1856382563,3.141592654,Sad
0.1842383505,3.141592654,Sad
0.1851706039,3.141592654,Sad
0.1854689805,3.141592654,Sad
2.26E-04,-0.1102142604,Sad
8.08E-05,-0.04510024062,Sad
1.09E-04,-0.06724355369,Sad
6.26E-05,-5.22E-04,Sad
1.36E-04,-0.07175188233,Sad
1.24E-04,-0.08761058917,Sad
1.25E-04,-0.07150545707,Sad
1.55E-04,-0.08070570248,Sad
1.10E-04,-0.03420020285,Sad
7.54E-05,-0.02915576697,Sad
9.36E-05,-0.04749251604,Sad
7.29E-05,-0.03264127438,Sad
8.23E-05,-0.02897217862,Sad
5.84E-05,0.03172039273,Sad
8.79E-05,-0.0516012119,Sad
1.97E-04,-0.1133606333,Sad
1.91E-04,-0.09355479133,Sad
0.1855498695,3.141592654,Surprise
0.1855256266,3.141592654,Surprise
0.185587717,3.141592654,Surprise
0.1823267275,3.141592654,Surprise
1.57E-04,-0.00271469755,Surprise
1.01E-04,0.005110180247,Surprise
9.96E-05,0.003954146658,Surprise
6.11E-05,0.009454526647,Surprise
1.44E-04,-0.001127726049,Surprise
9.59E-05,0.003026141159,Surprise
5.96E-05,0.0115761588,Surprise
9.10E-05,0.006751097266,Surprise
1.19E-04,0.001753976674,Surprise
1.75E-04,-0.002745733601,Surprise
1.56E-04,-0.002279258501,Surprise
1.31E-04,-4.23E-04,Surprise
6.13E-05,0.01203493946,Surprise
7.69E-05,0.007328913535,Surprise
7.10E-05,0.007852881089,Surprise
1.38E-04,9.80E-04,Surprise
0.1864132522,3.141592654,Angry
0.1857674808,3.141592654,Angry
0.1856735541,3.141592654,Angry
0.1852720077,3.141592654,Angry
0.1824563883,3.141592654,Angry
0.06875695956,-0.2111444587,Angry
0.06989235899,-0.2079888913,Angry
0.06893169175,-0.2095540382,Angry
0.06824218928,-0.2155106622,Angry
0.0684075143,-0.2064554603,Angry
0.0695738441,-0.2144715224,Angry
0.06941995221,-0.2117876924,Angry
0.06886452021,-0.2135691326,Angry
0.06968087121,-0.2136808403,Angry
0.07048324043,-0.2155985966,Angry
0.06958200007,-0.2047761332,Angry
0.06871924693,-0.2059909084,Angry
0.06910607219,-0.2039984596,Angry
0.06923677427,-0.208347556,Angry
0.06828902188,-0.2065277564,Angry
0.07017940942,-0.2178985702,Angry
